Province,Basin,Section_name,Monitoring_time,Water_quality_class,Water_temperature(°C),pH,Dissolved_oxygen(mg/L),Electrical_conductivity(μS/cm),Turbidity(NTU),COD_Mn(mg/L),NH3-N(mg/L),TP(mg/L),TN(mg/L),Chlorophyll_a(mg/L),Algae_density(cells/L)
陕西省,Yangtze River Basin,瀛湖坝前,09-28 00:00,2,28.3,8,5.2,252.6,5.4,2.1,0.02,0.020,1.02,0.005,423107
甘肃省,Northwest Rivers,红崖山水库,09-27 20:00,2,18.4,8,5.9,487.9,49.1,1.6,0.04,0.021,1.12,0.007,1729988
甘肃省,Northwest Rivers,解放村水库,09-27 20:00,1,18.2,8,9.4,571.4,56.7,1.0,0.10,0.016,1.11,0.005,45521
青海省,Yellow River Basin,龙羊峡库区出水口,09-27 20:00,0,13.4,8,7.6,467.7,2.3,1.3,0.02,0.006,0.65,0.003,163944
宁夏回族自治区,Yellow River Basin,鸭子荡水库,09-28 00:00,0,18.4,9,9.1,775.5,6.9,1.6,0.02,0.010,1.23,0.004,1110336
宁夏回族自治区,Yellow River Basin,沙湖,09-28 00:00,2,21.0,9,10.0,1660.2,28.9,5.2,0.02,0.024,0,0.022,3929500
宁夏回族自治区,Yellow River Basin,香山湖,09-28 00:00,1,21.6,9,8.8,648.8,8.3,2.2,0.02,0.005,0.94,0.009,2872804
新疆维吾尔自治区,Northwest Rivers,赛湖2,09-27 20:00,1,13.2,9,6.6,2918.2,7.5,0.6,0.09,0.008,0.33,0.009,20685
新疆维吾尔自治区,Northwest Rivers,博湖5,09-28 00:00,2,21.1,9,8.3,1290.1,2.3,4.8,0.02,0.007,0.36,0.004,1458589
新疆维吾尔自治区,Northwest Rivers,博湖7,09-28 00:00,2,20.4,9,8.3,988.6,7.6,5.9,0.02,0.013,0.52,0.007,5916190
新疆维吾尔自治区,Northwest Rivers,博湖14,09-28 00:00,2,21.4,9,7.2,1299.2,13.8,5.3,0.02,0.012,0.34,0.006,1370263
新疆维吾尔自治区,Northwest Rivers,乌伦古湖码头,09-27 20:00,2,18.5,8,5.4,0,20.6,4.4,0.02,0.026,0.80,0.006,425343
天津市,Hai River Basin,于桥水库库中心,09-29 00:00,2,21.7,9,7.2,479.2,4.5,5.3,0.02,0.020,2.24,0.021,5395930
河北省,Hai River Basin,姜各庄,09-29 00:00,1,18.3,8,8.4,586.0,33.7,2.3,0.02,0.052,4.10,0.032,7295020
河北省,Hai River Basin,衡水湖大湖心,09-29 00:00,2,23.8,9,7.2,1229.3,23.6,5.2,0.02,0.036,0.62,0.009,13366200
河北省,Hai River Basin,南刘庄,09-29 00:00,3,22.3,8,3.5,663.4,10.3,4.4,0.03,0.041,2.88,0.005,2388603
河北省,Hai River Basin,圈头,09-29 00:00,2,22.6,8,7.3,627.1,2.0,4.7,0.02,0.028,0.59,0.004,3117886
河北省,Hai River Basin,采蒲台,09-29 00:00,2,22.5,8,7.1,793.4,6.7,5.4,0.02,0.025,0.50,0.003,8325650
河北省,Hai River Basin,光淀张庄,09-29 00:00,3,22.5,8,4.9,558.5,8.9,2.6,0.02,0.017,2.96,0.003,821223
山西省,Yellow River Basin,汾河水库出口,09-29 00:00,1,19.4,8,6.0,624.5,11.7,2.2,0.02,0.005,1.18,0.010,425140
内蒙古自治区,Songhua River Basin,小河口,09-29 00:00,5,14.2,9,8.9,1126.1,75.2,15.2,0.22,0.150,1.45,0.051,37364000
内蒙古自治区,Songhua River Basin,出口(察尔森水库),09-29 00:00,2,17.4,7,8.2,173.8,82.8,4.1,0.02,0.037,1.91,0.009,1222100
吉林省,Songhua River Basin,大丰满,09-29 00:00,2,19.6,7,6.6,150.3,28.4,5.0,0.02,0.041,2.44,0.004,1842760
吉林省,Songhua River Basin,沙石浒,09-29 00:00,3,19.8,7,6.1,121.9,71.8,5.3,0.02,0.059,2.74,0.002,9404346
吉林省,Songhua River Basin,小荒地,09-29 00:00,3,19.6,7,6.2,116.7,65.7,5.3,0.02,0.076,2.97,0.004,4602502
黑龙江省,Songhua River Basin,磨盘山水库出口,09-29 00:00,2,17.6,7,9.6,67.0,5.0,5.2,0.02,0.031,1.81,0.002,1523710
黑龙江省,Songhua River Basin,泄洪1闸(小兴凯湖一闸),09-29 00:00,2,16.1,7,9.0,221.4,16.9,3.0,0.08,0.034,1.19,0.02,12992.00
黑龙江省,Songhua River Basin,三道,09-29 00:00,4,19.9,7,6.7,110.8,98.2,5.2,0.05,0.117,3.55,0.030,24704
黑龙江省,Songhua River Basin,电视塔,09-29 00:00,3,19.5,6,4.8,83.7,50.3,6.4,0.02,0.097,1.86,0.014,72704
上海市,Lake Tai Basin,急水港桥,09-29 00:00,3,26.3,7,4.4,419.0,28.3,4.5,0.11,0.088,1.38,0.008,4195000
江苏省,Yangtze River Basin,石臼湖省界湖心,09-29 00:00,4,25.6,9,9.6,195.1,105.9,7.2,0.02,0.103,0.76,0.033,117043000
江苏省,Lake Tai Basin,锡东水厂,09-28 20:00,3,25.7,8,7.0,352.0,95.8,2.9,0.02,0.052,1.22,0.005,4013880
江苏省,Lake Tai Basin,兰山嘴,09-29 00:00,3,25.8,7,7.3,277.3,30.2,3.3,0.02,0.080,1.56,0.004,6138249
江苏省,Lake Tai Basin,拖山,09-29 00:00,3,25.1,8,8.0,331.5,31.9,4.0,0.02,0.066,1.45,0.015,2382457
江苏省,Lake Tai Basin,五里湖心,09-29 00:00,2,24.6,7,7.4,303.8,36.4,3.9,0.07,0.047,1.25,0.009,10376000
江苏省,Lake Tai Basin,胥湖心,09-29 00:00,1,26.1,9,9.2,348.9,29.2,2.3,0.02,0.013,0.12,0.002,2230590
江苏省,Lake Tai Basin,乌龟山南,09-29 00:00,2,25.2,8,7.9,483.6,57.0,2.2,0.02,0.043,0.93,0.008,24045900
江苏省,Lake Tai Basin,阳澄湖心,09-29 00:00,3,25.6,8,10.4,354.8,14.1,6.2,0.02,0.040,0.49,0.014,10911900
江苏省,Huai River Basin,老山乡,09-29 00:00,3,25.8,8,8.3,546.5,60.6,3.6,0.02,0.075,1.98,0.012,35725000
江苏省,Huai River Basin,蒋坝镇,09-29 00:00,2,24.8,8,8.9,631.2,22.9,4.1,0.05,0.031,1.03,0.012,7165360
江苏省,Huai River Basin,高良涧镇,09-29 00:00,3,24.6,8,8.1,551.0,90.1,4.4,0.02,0.073,0.71,0.011,7612970
江苏省,Huai River Basin,洪金,09-29 00:00,3,24.6,7,4.8,440.6,24.3,7.1,0.02,0.066,1.10,0.021,14672700
江苏省,Huai River Basin,临淮乡,09-29 00:00,4,25.0,8,8.3,422.3,73.6,6.4,0.05,0.120,2.21,0.017,12755700
江苏省,Huai River Basin,成河乡中,09-29 00:00,4,24.3,8,7.8,310.1,124.3,4.6,0.02,0.112,2.05,0.039,14907830
江苏省,Huai River Basin,龙集镇北,09-29 00:00,3,24.8,8,8.5,619.0,35.8,3.6,0.02,0.051,1.22,0.016,18448160
江苏省,Huai River Basin,骆马湖乡,09-29 00:00,2,22.1,8,8.4,595.0,19.5,4.4,0.04,0.037,2.03,0.010,4248727
江苏省,Huai River Basin,三场,09-29 00:00,3,24.4,8,9.8,675.3,33.3,5.9,0.02,0.055,1.51,0.013,20154620
浙江省,Zhejiang-Fujian Rivers,北湖中心,09-28 20:00,2,25.6,6,5.7,83.6,36.2,3.4,0.06,0.039,1.18,0.017,770978
浙江省,Zhejiang-Fujian Rivers,铜山源水库,09-28 20:00,1,27.5,8,7.7,81.1,4.7,1.3,0.02,0.019,0.15,0.041,17704000
浙江省,Zhejiang-Fujian Rivers,里石门水库,09-29 00:00,1,26.7,7,6.8,66.3,6.9,1.8,0.02,0.008,0.34,0.005,4893186
安徽省,Chao Lake Basin,湖滨,09-29 00:00,4,25.5,8,6.6,311.4,87.6,4.9,0.02,0.161,2.09,0.004,9166991
安徽省,Chao Lake Basin,黄麓,09-29 00:00,3,25.0,9,9.6,286.2,33.9,5.7,0.02,0.054,0.51,0.040,30155140
安徽省,Chao Lake Basin,靠近大坝,09-29 00:00,1,25.6,8,7.6,105.0,14.6,3.1,0.10,0.024,0.46,0.022,10920940
安徽省,Chao Lake Basin,新河入湖区,09-29 00:00,4,23.6,8,7.5,286.4,108.8,5.9,0.02,0.178,1.19,0.010,93446160
安徽省,Chao Lake Basin,西半湖湖心,09-29 00:00,4,24.7,8,6.9,351.1,100.9,4.9,0.02,0.188,1.36,0.004,5025733
安徽省,Chao Lake Basin,龟山,09-29 00:00,3,25.5,9,7.6,321.3,68.6,5.3,0.02,0.070,1.74,0.031,18317400
安徽省,Chao Lake Basin,东半湖湖心,09-29 00:00,3,25.2,8,8.0,325.3,67.4,4.9,0.02,0.067,0.71,0.026,14346060
安徽省,Chao Lake Basin,忠庙,09-29 00:00,4,24.9,8,5.9,296.0,93.0,4.5,0.02,0.164,1.71,0.006,508476
安徽省,Chao Lake Basin,兆河入湖区,09-29 00:00,4,24.9,8,7.9,266.6,67.7,5.2,0.02,0.107,1.60,0.002,32842690
安徽省,Huai River Basin,瓦埠湖,09-29 00:00,3,24.6,8,6.5,290.8,104.4,4.4,0.02,0.065,1.00,0.006,5599573
安徽省,Huai River Basin,焦岗湖,09-29 00:00,3,25.0,8,5.5,820.3,71.0,6.3,0.06,0.093,0.82,0.011,15920550
安徽省,Yangtze River Basin,龙感湖湖心（皖）,09-29 00:00,3,23.2,8,7.1,206.2,120.0,5.7,0.02,0.087,0.76,0.026,40571600
安徽省,Yangtze River Basin,武昌湖,09-28 20:00,2,27.0,8,6.7,134.0,13.5,4.8,0.02,0.037,0.61,0.014,13995660
安徽省,Yangtze River Basin,花亭湖坝前,09-28 20:00,1,28.3,8,7.0,107.6,1.2,1.7,0.02,0.012,0.38,0.006,501677
安徽省,Yangtze River Basin,大官湖,09-29 00:00,3,24.7,8,8.2,227.7,81.1,6.6,0.03,0.067,0.86,0.013,32169630
安徽省,Yangtze River Basin,黄湖,09-29 00:00,3,25.0,8,7.6,290.5,87.0,4.7,0.04,0.053,1.61,0.007,36113480
安徽省,Yangtze River Basin,太平湖湖心,09-29 00:00,1,27.5,8,6.7,92.9,0,2.1,0.03,0.008,0.18,0.004,8882907
安徽省,Yangtze River Basin,升金湖中心点,09-29 00:00,3,26.2,8,6.8,245.1,122.8,6.0,0.04,0.066,0.54,0.004,26937690
安徽省,Yangtze River Basin,南漪湖西湖湖心,09-29 00:00,3,25.6,9,9.3,163.0,36.6,6.2,0.02,0.064,1.36,0.053,139239900
福建省,Zhejiang-Fujian Rivers,山美水库库心,09-29 00:00,1,30.6,9,10.2,114.4,4.3,1.9,0.02,0.015,1.33,0.030,11830300
江西省,Yangtze River Basin,南矶山,09-29 00:00,4,30.6,7,5.1,160.1,172.8,6.9,0.46,0.129,0.98,0.01,50676620
江西省,Yangtze River Basin,蛤蟆石,09-28 20:00,3,28.0,7,7.1,169.2,135.6,2.1,0.02,0.068,1.63,0.001,529860
江西省,Yangtze River Basin,都昌,09-28 20:00,3,29.6,7,5.1,164.1,102.6,2.5,0.06,0.068,1.86,0.010,7669141
江西省,Yangtze River Basin,仙女湖湖心岛,09-29 00:00,3,28.2,9,9.2,233.1,7.1,4.6,0.21,0.065,0.70,0.028,29799290
江西省,Yangtze River Basin,康山,09-29 00:00,3,25.8,7,6.5,128.5,53.8,1.8,0.14,0.085,1.10,0.010,750000
山东省,Huai River Basin,崂山水库中心,09-28 12:00,2,24.4,8,6.5,237.4,4.1,3.7,0.04,0.031,2.10,0.024,2354000
山东省,Huai River Basin,峡山水库库中,09-29 00:00,2,23.3,8,7.3,642.6,48.3,5.1,0.03,0.042,0.78,0.006,9846070.00
山东省,Huai River Basin,二级坝,09-29 00:00,3,24.5,8,4.1,807.2,8.4,5.1,0.12,0.036,1.25,0.025,11875000
山东省,Huai River Basin,云蒙湖湖心,09-29 00:00,2,24.9,8,7.1,426.0,4.1,3.8,0.02,0.036,6.50,0.011,3685710
山东省,Hai River Basin,北湖,09-29 00:00,1,24.6,9,10.7,914.9,5.9,3.4,0.02,0.014,1.32,0.016,18143960
河南省,Huai River Basin,白龟山水库,09-29 00:00,1,24.2,8,7.3,407.8,7.0,3.6,0.02,0.025,0.50,0.026,4257590
河南省,Huai River Basin,昭平台水库,09-28 20:00,1,25.1,9,10.0,248.9,9.8,3.7,0.02,0.025,0.55,0.019,2399307
河南省,Yangtze River Basin,五龙泉,09-29 00:00,1,26.7,8,7.2,256.2,5.4,1.9,0.02,0.018,0.89,0.007,900446
河南省,Yangtze River Basin,宋岗,09-29 00:00,1,26.5,8,6.6,298.9,3.2,1.8,0.02,0.005,0.84,0.005,1002890
河南省,Yangtze River Basin,陶岔,09-29 00:00,1,26.6,8,6.9,269.8,3.3,1.5,0.02,0.007,0.89,0.009,887502
河南省,Huai River Basin,鲇鱼山水库大坝北,09-28 20:00,1,25.6,8,8.5,91.9,3.2,2.8,0.02,0.012,0.39,0.012,4353843
河南省,Yellow River Basin,南山,09-28 20:00,1,22.7,8,8.0,999.6,11.3,1.6,0.02,0.015,3.33,0.008,2282634
湖北省,Yangtze River Basin,江夏湖心,09-29 00:00,3,26.1,8,6.0,229.4,67.4,9.1,0.31,0.095,1.32,0.018,71010760
湖北省,Yangtze River Basin,西梁子湖湖心（南北嘴）,09-29 00:00,2,26.8,8,7.0,166.2,27.6,5.0,0.09,0.039,0.96,0.003,39397370
湖北省,Yangtze River Basin,牛山湖湖心,09-29 00:00,3,26.7,9,8.2,195.9,19.8,6.6,0.02,0.040,0,0.004,29719270
湖北省,Yangtze River Basin,西梁子湖湖南,09-29 00:00,2,25.2,8,7.1,164.1,37.2,4.8,0.03,0.049,0.71,0.004,95336080
湖北省,Yangtze River Basin,丹江口水库坝上中,09-29 00:00,1,24.8,8,7.4,239.8,3.5,1.1,0.08,0.009,0.73,0.087,11244000
湖北省,Yangtze River Basin,隔河岩水库坝上,09-29 00:00,1,22.2,8,6.6,189.5,2.8,1.0,0.02,0.007,1.61,0.416,2394531
湖北省,Yangtze River Basin,梁子岛水源(七星),09-29 00:00,3,26.7,7,4.4,174.0,50.7,4.6,0.12,0.074,1.07,0.020,165642000
湖北省,Yangtze River Basin,漳河水库库心,09-29 00:00,1,25.8,8,8.4,307.3,1.5,2.1,0.02,0.005,0.50,0.001,4782478
湖北省,Yangtze River Basin,湖心A(洪湖湖心A),09-29 00:00,4,28.8,8,4.3,368.8,418.0,8.1,0.02,0.154,0,0.005,147224500
湖北省,Yangtze River Basin,杨柴湖,09-29 00:00,4,27.0,8,2.3,389.5,96.4,6.3,0.09,0.100,0.87,0.007,6029761
湖北省,Yangtze River Basin,排水闸,09-29 00:00,3,27.2,8,5.6,362.5,68.3,5.1,0.02,0.071,1.35,0.007,48018470
湖北省,Yangtze River Basin,湖心B(洪湖湖心B),09-29 00:00,4,28.8,8,6.2,359.0,106.8,6.3,0.11,0.107,0.94,0.009,75611
湖北省,Yangtze River Basin,白莲河水库坝上,09-28 20:00,2,28.0,7,6.3,94.2,5.1,1.8,0.02,0.046,0.37,0.012,23784970
湖北省,Yangtze River Basin,咸宁湖心,09-29 00:00,3,26.7,9,7.7,214.2,78.6,8.3,0.27,0.096,1.60,0.008,69602320
湖北省,Yangtze River Basin,富水水库,09-29 00:00,1,27.8,8,7.9,150.1,7.2,3.5,0.02,0.020,0.53,0.012,32444000
湖南省,Yangtze River Basin,岳阳楼,09-29 00:00,3,28.2,8,6.8,241.8,44.5,1.2,0.02,0.071,1.43,0.004,276289
湖南省,Yangtze River Basin,蒋家嘴,09-29 00:00,2,26.0,8,6.1,216.6,28.9,1.1,0.08,0.026,0.91,0.006,27141000
湖南省,Yangtze River Basin,万家嘴,09-29 00:00,1,29.1,8,9.0,211.8,9.9,2.1,0.02,0.042,1.46,0.002,383895
湖南省,Yangtze River Basin,万子湖,09-29 00:00,3,28.6,8,8.1,222.5,80.4,1.4,0.02,0.060,1.54,0.006,9409920
湖南省,Yangtze River Basin,南嘴,09-29 00:00,2,28.4,8,6.4,305.1,93.2,1.4,0.02,0.042,1.40,0.006,721515
湖南省,Yangtze River Basin,小河嘴,09-29 00:00,2,28.3,8,7.2,234.6,46.2,1.6,0.02,0.039,1.06,0.001,52035800
湖南省,Yangtze River Basin,大通湖,09-29 00:00,3,28.3,9,8.6,329.1,43.0,4.0,0.02,0.087,0.89,0.002,10243200
湖南省,Yangtze River Basin,头山,09-29 00:00,0,27.7,8,7.8,105.3,1.3,1.1,0.02,0.005,0.52,0.007,1318000
广东省,Pearl River Basin,渠首,09-29 00:00,3,29.1,7,3.5,104.8,16.6,4.3,0.13,0.028,0.96,0.012,39656960
广东省,Pearl River Basin,良德水库,09-29 00:00,1,30.8,7,7.4,67.1,4.4,1.2,0.02,0.012,0.14,0.005,1750370
广西壮族自治区,Pearl River Basin,龙岩滩水库,09-28 20:00,1,30.1,9,14.6,249.4,15.6,2.0,0.02,0.025,1.64,0.002,2453827
海南省,Pearl River Basin,大隆水库出口,09-28 20:00,1,29.0,8,7.6,109.6,6.2,2.6,0.02,0.018,0.96,0.018,7511220.00
海南省,Pearl River Basin,松涛水库南丰库心,09-29 00:00,0,29.3,8,8.3,84.9,2.1,1.3,0.02,0.008,0.17,0.009,2588607
海南省,Pearl River Basin,大广坝水库库心,09-28 20:00,4,26.3,7,8.0,63.7,132.7,4.1,0.02,0.142,1.74,0.007,7904900
重庆市,Yangtze River Basin,玉滩水库,09-29 00:00,2,30.9,8,7.0,331.2,7.1,5.0,0.02,0.019,0.56,0.047,4986306
四川省,Yangtze River Basin,鲁班岛,09-28 20:00,1,28.0,9,8.8,234.2,9.6,3.2,0.02,0.018,0.47,0.004,8966898
贵州省,Yangtze River Basin,贵铝泵房,09-29 00:00,2,25.4,9,7.8,403.8,12.4,3.2,0.02,0.032,1.72,0.017,2163013
贵州省,Pearl River Basin,万峰湖(万峰湖湖心),09-29 00:00,0,27.8,8,9.2,381.3,4.3,1.3,0.02,0.007,3.22,0.049,487824
云南省,Pearl River Basin,阳宗海中,09-29 00:00,2,23.4,9,7.1,420.4,4.3,3.7,0.05,0.029,0.49,0.003,831407
云南省,Dianchi Lake Basin,草海中心,09-29 00:00,3,22.9,8,10.6,419.0,63.9,9.3,0.02,0.091,2.23,0.024,82634500
云南省,Dianchi Lake Basin,灰湾中,09-28 20:00,3,22.6,8,6.8,522.6,28.9,7.2,0.26,0.051,0.76,0.005,16908930
云南省,Dianchi Lake Basin,罗家营,09-29 00:00,3,22.2,8,5.8,504.8,20.5,7.9,0.30,0.052,1.38,0.005,37610400
云南省,Dianchi Lake Basin,观音山东,09-28 20:00,3,21.4,8,5.8,542.5,13.3,6.3,0.38,0.072,1.39,0.004,76687350
云南省,Dianchi Lake Basin,观音山中,09-29 00:00,3,21.7,8,5.6,495.8,15.0,6.8,0.51,0.059,1.72,0.006,82480300
云南省,Dianchi Lake Basin,观音山西,09-28 20:00,3,22.3,8,5.6,517.4,23.9,7.4,0.52,0.067,1.84,0.006,76913600
云南省,Dianchi Lake Basin,海口西,09-29 00:00,3,22.6,8,3.5,515.8,19.8,7.4,0.42,0.052,1.50,0.010,38102000
云南省,Dianchi Lake Basin,滇池南,09-29 00:00,3,22.0,7,4.6,507.7,18.1,6.6,0.32,0.041,1.51,0.003,12977600
云南省,Dianchi Lake Basin,白鱼口,09-29 00:00,3,21.9,8,5.0,531.4,24.5,6.7,0.61,0.072,1.46,0.006,22869990
云南省,Dianchi Lake Basin,断桥,09-29 00:00,3,23.1,9,11.5,538.3,43.2,5.9,0.03,0.081,5.38,0.021,62305380
云南省,Pearl River Basin,抚仙湖心,09-29 00:00,1,22.6,9,7.2,333.3,0.9,1.4,0.02,0.009,0.13,0.003,1276227
云南省,Pearl River Basin,星云湖心,09-29 00:00,3,23.2,9,9.2,639.9,19.4,7.9,0.02,0.091,1.11,0.008,23929740
云南省,Yangtze River Basin,程海湖中,09-28 20:00,2,26.4,9,6.9,1369.2,2.4,5.4,0.02,0.015,0.81,0.004,21524
云南省,Yangtze River Basin,泸沽湖湖心(泸沽湖),09-29 00:00,0,20.5,9,8.4,206.9,2.6,1.1,0.02,0.005,0.14,0.004,787579
云南省,Pearl River Basin,异龙湖中,09-29 00:00,4,24.8,9,6.2,551.6,13.4,11.9,0.02,0.042,1.67,0.013,41483300
云南省,Southwest Rivers,洱海湖心,09-29 00:00,3,23.7,8,4.4,270.9,7.4,6.9,0.06,0.060,0.42,0.018,29669100
陕西省,Yangtze River Basin,石门水库,09-29 00:00,3,25.2,8,4.6,276.9,7.1,1.3,0.02,0.013,0.68,0.044,2571818
陕西省,Yangtze River Basin,瀛湖坝前,09-29 00:00,2,28.2,8,5.0,252.7,4.5,2.1,0.02,0.014,0.94,0.003,113009
甘肃省,Northwest Rivers,红崖山水库,09-28 20:00,1,18.0,8,7.3,429.4,36.5,1.5,0.05,0.020,1.14,0.012,1908538
甘肃省,Northwest Rivers,解放村水库,09-28 20:00,1,17.8,9,9.8,595.3,33.4,1.1,0.04,0.012,1.13,0.006,44736
青海省,Yellow River Basin,龙羊峡库区出水口,09-28 20:00,1,13.5,8,7.4,465.2,3.2,1.8,0.02,0.006,0.67,0.003,161029
宁夏回族自治区,Yellow River Basin,鸭子荡水库,09-29 00:00,0,18.1,8,8.3,776.3,6.9,2.0,0.02,0.010,1.31,0.004,1060677
宁夏回族自治区,Yellow River Basin,沙湖,09-29 00:00,2,21.0,9,10.0,1659.5,39.6,5.4,0.02,0.029,0.07,0.030,5486460
宁夏回族自治区,Yellow River Basin,香山湖,09-29 00:00,0,20.4,9,7.9,641.4,9.2,2.0,0.02,0.005,0.95,0.009,1946039
新疆维吾尔自治区,Northwest Rivers,赛湖2,09-28 20:00,0,12.6,9,8.5,2859.6,7.6,0.5,0.13,0.007,0.32,0.009,20318
新疆维吾尔自治区,Northwest Rivers,博湖5,09-29 00:00,2,19.7,9,8.1,1296.7,2.5,4.8,0.02,0.005,0.34,0.005,1596736
新疆维吾尔自治区,Northwest Rivers,博湖7,09-29 00:00,3,17.9,9,8.4,1142.5,4.2,6.1,0.02,0.011,0.54,0.005,7037099
新疆维吾尔自治区,Northwest Rivers,博湖14,09-29 00:00,2,20.0,9,7.1,1290.4,6.0,5.0,0.02,0.011,0.37,0.005,801648
新疆维吾尔自治区,Northwest Rivers,乌伦古湖码头,09-28 20:00,2,17.9,8,5.9,0,24.6,4.4,0.02,0.036,0.80,0.006,427883
天津市,Hai River Basin,于桥水库库中心,09-30 00:00,2,21.8,9,8.0,357.5,3.0,5.1,0.02,0.019,2.26,0.030,6277330
河北省,Hai River Basin,姜各庄,09-30 00:00,1,18.5,8,8.4,589.3,30.0,2.3,0.02,0.052,4.14,0.040,6771880
河北省,Hai River Basin,衡水湖大湖心,09-30 00:00,2,24.1,9,5.9,1233.9,35.3,5.2,0.02,0.032,0.60,0.009,15439210
河北省,Hai River Basin,南刘庄,09-30 00:00,3,22.2,8,4.3,654.2,14.6,4.3,0.07,0.036,2.78,0.004,2011164
河北省,Hai River Basin,烧车淀,09-30 00:00,1,22.1,8,6.6,453.7,4.0,1.8,0.02,0.025,3.56,0.001,116395
河北省,Hai River Basin,圈头,09-30 00:00,2,22.4,8,6.4,615.2,4.0,4.3,0.02,0.029,0.60,0.004,1436784
河北省,Hai River Basin,采蒲台,09-30 00:00,3,22.5,8,6.3,797.7,3.2,7.1,0.02,0.026,0.58,0.003,7443879
河北省,Hai River Basin,光淀张庄,09-30 00:00,3,22.6,8,4.4,554.4,8.0,2.5,0.03,0.017,3.03,0.003,709404
山西省,Yellow River Basin,汾河水库出口,09-30 00:00,1,18.8,8,6.3,623.6,12.2,2.6,0.02,0.005,1.19,0.009,428438
内蒙古自治区,Songhua River Basin,小河口,09-29 12:00,4,10.5,9,9.5,1104.2,81.5,14.0,0.22,0.140,1.24,0.041,37572000
吉林省,Songhua River Basin,大丰满,09-30 00:00,2,20.2,7,7.5,150.8,27.9,5.2,0.02,0.041,2.68,0.007,3329366
吉林省,Songhua River Basin,沙石浒,09-30 00:00,3,19.3,7,6.1,122.5,47.4,5.2,0.02,0.059,2.87,0.003,2209691
吉林省,Songhua River Basin,小荒地,09-30 00:00,3,19.6,7,6.1,120.0,65.1,5.1,0.02,0.073,2.92,0.005,1302296
黑龙江省,Songhua River Basin,磨盘山水库出口,09-30 00:00,2,17.6,7,9.1,67.2,4.9,5.4,0.02,0.034,1.83,0.002,1515520
黑龙江省,Songhua River Basin,泄洪1闸(小兴凯湖一闸),09-29 12:00,2,17.6,8,8.9,237.6,25.1,2.8,0.08,0.034,1.22,0.02,13056.00
黑龙江省,Songhua River Basin,三道,09-30 00:00,4,19.9,7,6.9,110.8,98.0,5.3,0.05,0.116,3.32,0.030,25472
黑龙江省,Songhua River Basin,电视塔,09-30 00:00,3,20.3,6,6.1,83.9,47.3,6.6,0.02,0.095,1.91,0.013,72192
上海市,Lake Tai Basin,急水港桥,09-30 00:00,3,27.1,7,4.7,536.0,34.9,3.7,0.11,0.077,1.38,0.007,5158000
江苏省,Yangtze River Basin,石臼湖省界湖心,09-30 00:00,3,25.7,9,9.1,196.5,205.9,7.4,0.02,0.099,0.70,0.034,115215100
江苏省,Lake Tai Basin,锡东水厂,09-29 20:00,3,26.3,8,7.1,340.4,87.2,3.0,0.02,0.054,1.24,0.006,4815900
江苏省,Lake Tai Basin,兰山嘴,09-30 00:00,3,26.5,7,7.5,281.5,24.1,3.4,0.02,0.086,1.49,0.004,6005530
江苏省,Lake Tai Basin,拖山,09-30 00:00,3,25.4,8,7.7,326.8,30.4,3.7,0.02,0.068,1.50,0.011,2084316
江苏省,Lake Tai Basin,五里湖心,09-30 00:00,2,25.2,7,7.5,306.7,33.9,4.5,0.06,0.048,1.22,0.008,9882590
江苏省,Lake Tai Basin,胥湖心,09-30 00:00,1,26.6,9,9.3,353.1,25.5,2.4,0.02,0.013,0.23,0.002,2292550
江苏省,Lake Tai Basin,乌龟山南,09-30 00:00,2,26.2,8,8.3,486.8,58.4,2.6,0.02,0.040,0.96,0.009,27978700
江苏省,Lake Tai Basin,阳澄湖心,09-30 00:00,2,26.2,7,9.3,346.9,14.7,5.3,0.02,0.029,0,0.013,9707800
江苏省,Huai River Basin,老山乡,09-30 00:00,3,25.7,9,8.8,557.5,99.9,3.8,0.03,0.076,1.91,0.017,22958800
江苏省,Huai River Basin,蒋坝镇,09-30 00:00,2,25.2,8,8.1,617.4,28.6,4.1,0.05,0.032,0.86,0.013,6153660
江苏省,Huai River Basin,高良涧镇,09-30 00:00,3,24.8,8,7.9,566.7,71.6,3.9,0.02,0.066,0.63,0.006,7072690
江苏省,Huai River Basin,洪金,09-30 00:00,3,24.8,7,4.2,434.9,28.7,6.8,0.02,0.068,1.05,0.024,15274600
江苏省,Huai River Basin,临淮乡,09-30 00:00,4,25.2,8,8.5,454.0,114.1,6.0,0.05,0.114,2.46,0.044,16248480
江苏省,Huai River Basin,成河乡中,09-30 00:00,3,24.8,8,8.3,452.6,94.3,4.4,0.02,0.098,1.50,0.045,17592840
江苏省,Huai River Basin,龙集镇北,09-30 00:00,2,25.3,9,8.5,624.7,33.8,3.2,0.02,0.048,1.00,0.016,19027690
江苏省,Huai River Basin,骆马湖乡,09-30 00:00,2,22.3,8,8.7,591.6,21.3,3.9,0.04,0.036,1.91,0.010,4250381
浙江省,Zhejiang-Fujian Rivers,北湖中心,09-29 20:00,2,26.1,7,6.3,83.3,23.5,3.1,0.05,0.029,0.93,0.019,402174
浙江省,Zhejiang-Fujian Rivers,铜山源水库,09-29 20:00,1,27.5,8,8.0,81.1,4.4,1.3,0.02,0.020,0.16,0.042,17234000
浙江省,Zhejiang-Fujian Rivers,里石门水库,09-30 00:00,1,27.1,7,7.2,66.9,2.6,1.7,0.02,0.006,0.31,0.005,4737233
